"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"740027";"740027";"78";"9";"3";"2841";"2552";"29";"4";"2519";"632";"96";"182";"53";"231";"233";"13";"328";"29";"4";"431";"131";"93";"58";"5";"-";"-"
"740028";"740028";"78";"9";"3";"3273";"2746";"23";"10";"2713";"864";"87";"187";"66";"260";"194";"12";"225";"76";"6";"355";"172";"140";"62";"7";"-";"-"
"740029";"740029";"78";"9";"3";"5178";"4134";"51";"12";"4071";"1382";"122";"301";"105";"302";"289";"37";"286";"100";"44";"559";"266";"201";"72";"5";"-";"-"
"740030";"740030";"78";"9";"3";"2798";"2453";"27";"3";"2423";"641";"64";"138";"103";"192";"192";"12";"223";"44";"2";"411";"262";"73";"60";"6";"-";"-"
"740031";"740031";"78";"9";"3";"8048";"6695";"87";"17";"6591";"1650";"263";"475";"120";"635";"680";"31";"613";"99";"13";"1030";"346";"425";"194";"17";"-";"-"
"740032";"740032";"78";"9";"3";"2714";"2511";"22";"4";"2485";"539";"123";"179";"30";"240";"253";"6";"294";"32";"3";"472";"143";"99";"68";"4";"-";"-"
"741001";"741001";"70";"8";"3";"2605";"2255";"23";"11";"2221";"547";"45";"371";"65";"238";"117";"5";"136";"33";"3";"215";"173";"150";"119";"4";"0";"-"
"741002";"741002";"70";"8";"3";"335";"299";"4";"0";"295";"87";"8";"39";"3";"35";"15";"0";"16";"2";"0";"15";"29";"20";"26";"0";"0";"-"
"746001";"746001";"70";"8";"3";"1740";"1532";"13";"0";"1519";"345";"59";"62";"96";"130";"142";"7";"149";"40";"4";"193";"162";"82";"48";"0";"0";"-"
"746002";"746002";"70";"8";"3";"4705";"4255";"50";"14";"4191";"1282";"129";"213";"148";"286";"428";"25";"385";"89";"11";"686";"349";"92";"65";"3";"0";"-"
"746003";"746003";"70";"8";"3";"1444";"1339";"16";"2";"1321";"279";"77";"37";"28";"223";"124";"3";"124";"13";"1";"123";"60";"98";"128";"3";"0";"-"
"746004";"746004";"70";"8";"3";"6375";"5747";"73";"20";"5654";"1561";"214";"309";"248";"558";"577";"19";"549";"87";"12";"834";"425";"144";"115";"1";"1";"-"
"746005";"746005";"70";"8";"3";"2577";"2284";"34";"7";"2243";"565";"77";"116";"137";"200";"176";"6";"210";"62";"5";"303";"236";"76";"73";"1";"0";"-"
"746006";"746006";"70";"8";"3";"7650";"6450";"64";"22";"6364";"1820";"262";"308";"194";"599";"628";"28";"572";"119";"17";"869";"368";"331";"236";"11";"2";"-"
"746007";"746007";"70";"8";"3";"5034";"4525";"39";"12";"4474";"1082";"252";"247";"125";"367";"507";"11";"557";"80";"14";"774";"207";"109";"135";"6";"1";"-"
"746008";"746008";"70";"8";"3";"5854";"5384";"45";"25";"5314";"1252";"330";"237";"94";"667";"465";"10";"579";"55";"10";"703";"248";"321";"337";"6";"0";"-"
"746009";"746009";"70";"8";"3";"3563";"3221";"40";"5";"3176";"946";"113";"155";"137";"234";"329";"18";"304";"66";"21";"420";"255";"103";"75";"0";"0";"-"
"746010";"746010";"70";"8";"3";"3509";"3239";"39";"7";"3193";"938";"144";"161";"93";"276";"335";"10";"275";"38";"2";"495";"221";"109";"95";"1";"0";"-"
"746011";"746011";"70";"8";"3";"1626";"1479";"16";"1";"1462";"349";"85";"86";"64";"122";"119";"12";"126";"22";"14";"194";"143";"72";"54";"0";"0";"-"
"746012";"746012";"70";"8";"3";"1756";"1606";"18";"1";"1587";"420";"49";"61";"105";"103";"148";"4";"161";"38";"0";"222";"172";"54";"49";"1";"0";"-"
"751001";"751001";"62";"8";"3";"13959";"12644";"153";"38";"12453";"2058";"1229";"594";"115";"1512";"1502";"30";"1316";"91";"46";"1491";"185";"1271";"1010";"3";"0";"-"
"751002";"751002";"62";"8";"3";"6269";"5346";"75";"26";"5245";"1126";"415";"210";"81";"614";"613";"25";"476";"69";"35";"538";"121";"580";"338";"3";"1";"-"
"751003";"751003";"62";"8";"3";"6289";"5355";"66";"14";"5275";"1528";"256";"297";"135";"598";"363";"25";"449";"119";"58";"651";"224";"367";"203";"1";"1";"-"
"751004";"751004";"62";"8";"3";"4192";"3662";"35";"8";"3619";"866";"255";"192";"73";"420";"340";"19";"333";"52";"21";"521";"97";"249";"174";"6";"1";"-"
"751006";"751006";"62";"8";"3";"7252";"6321";"77";"28";"6216";"2180";"199";"281";"211";"574";"473";"17";"495";"134";"47";"830";"421";"224";"123";"5";"2";"-"
"751007";"751007";"63";"8";"3";"5184";"4489";"42";"9";"4438";"1090";"305";"257";"90";"475";"459";"11";"411";"57";"46";"589";"123";"312";"209";"3";"1";"-"
"751008";"751008";"63";"8";"3";"9017";"7125";"128";"49";"6948";"1916";"367";"297";"192";"718";"699";"32";"592";"119";"138";"735";"272";"542";"322";"5";"2";"-"
"751009";"751009";"62";"8";"3";"3434";"3081";"15";"8";"3058";"843";"147";"142";"49";"434";"200";"10";"264";"59";"6";"387";"124";"208";"182";"2";"1";"-"
"751010";"751010";"65";"8";"3";"7698";"6885";"106";"27";"6752";"827";"681";"276";"71";"772";"1066";"15";"736";"28";"40";"729";"58";"814";"633";"5";"1";"-"
"751011";"751011";"62";"8";"3";"4342";"3932";"44";"9";"3879";"1055";"167";"167";"107";"503";"305";"16";"344";"51";"14";"470";"217";"268";"190";"5";"0";"-"
"751012";"751012";"62";"8";"3";"4076";"3756";"23";"9";"3724";"935";"192";"188";"76";"489";"338";"17";"393";"43";"5";"514";"126";"236";"171";"1";"0";"-"
"751013";"751013";"62";"8";"3";"4051";"3591";"49";"8";"3534";"942";"120";"169";"142";"322";"346";"16";"331";"57";"11";"584";"274";"139";"80";"0";"1";"-"
"751014";"751014";"65";"8";"3";"4165";"3779";"40";"9";"3730";"496";"291";"250";"59";"272";"820";"5";"497";"19";"11";"562";"88";"191";"167";"1";"1";"-"
"751016";"751016";"63";"8";"3";"555";"496";"7";"0";"489";"117";"31";"30";"13";"38";"45";"2";"36";"9";"2";"64";"43";"34";"24";"1";"0";"-"
"751018";"751018";"63";"8";"3";"5191";"4454";"57";"8";"4389";"1451";"160";"183";"191";"471";"370";"12";"313";"90";"35";"542";"328";"149";"89";"4";"1";"-"
"751019";"751019";"63";"8";"3";"3651";"3277";"30";"11";"3236";"893";"175";"143";"67";"440";"238";"5";"287";"56";"10";"390";"158";"235";"138";"1";"0";"-"
"751020";"751020";"65";"8";"3";"6515";"5910";"93";"22";"5795";"676";"598";"294";"56";"518";"1181";"9";"648";"24";"25";"827";"67";"503";"369";"0";"0";"-"
"751021";"751021";"65";"8";"3";"11312";"9401";"129";"22";"9250";"1112";"1001";"430";"104";"985";"1454";"26";"978";"38";"58";"1060";"88";"1102";"808";"5";"1";"-"
"751022";"751022";"64";"8";"3";"3148";"2823";"39";"8";"2776";"690";"242";"127";"41";"412";"234";"11";"230";"36";"19";"287";"58";"237";"149";"0";"3";"-"
"751023";"751023";"64";"8";"3";"6203";"4982";"75";"26";"4881";"1200";"372";"225";"73";"618";"369";"67";"347";"68";"183";"442";"145";"473";"295";"2";"2";"-"
"751024";"751024";"63";"8";"3";"6216";"5461";"59";"20";"5382";"1320";"360";"293";"93";"713";"435";"26";"547";"73";"85";"639";"176";"337";"274";"3";"8";"-"
"751025";"751025";"63";"8";"3";"5127";"3219";"41";"25";"3153";"520";"200";"92";"40";"279";"197";"57";"234";"34";"676";"167";"54";"451";"146";"5";"1";"-"
"751026";"751026";"63";"8";"3";"4079";"3292";"34";"11";"3247";"996";"149";"145";"71";"289";"175";"48";"251";"78";"169";"279";"164";"307";"121";"3";"2";"-"
"751027";"751027";"64";"8";"3";"6537";"5864";"95";"18";"5751";"692";"657";"279";"73";"540";"1121";"26";"613";"18";"22";"804";"73";"508";"323";"2";"0";"-"
"751028";"751028";"63";"8";"3";"7254";"5175";"84";"13";"5078";"1570";"235";"213";"170";"369";"467";"43";"401";"83";"258";"489";"286";"319";"172";"2";"1";"-"
"751030";"751030";"63";"8";"3";"3468";"3028";"33";"9";"2986";"883";"95";"132";"142";"233";"298";"13";"270";"51";"25";"405";"227";"122";"87";"0";"3";"-"
"751031";"751031";"63";"8";"3";"507";"471";"8";"2";"461";"105";"22";"10";"31";"61";"24";"2";"32";"10";"4";"47";"33";"34";"45";"0";"1";"-"
"751033";"751033";"63";"8";"3";"2793";"2298";"43";"6";"2249";"701";"60";"82";"104";"172";"191";"9";"179";"52";"42";"332";"196";"84";"44";"1";"0";"-"
"751041";"751041";"65";"8";"3";"6899";"6246";"84";"23";"6139";"724";"682";"184";"49";"863";"720";"8";"622";"35";"53";"499";"54";"967";"675";"4";"0";"-"
"751042";"751042";"64";"8";"3";"10618";"9354";"141";"30";"9183";"1603";"856";"380";"136";"1439";"879";"40";"835";"72";"78";"736";"150";"1162";"807";"10";"0";"-"
"751043";"751043";"64";"8";"3";"6360";"5337";"90";"19";"5228";"1042";"484";"250";"80";"686";"474";"16";"461";"72";"54";"462";"108";"661";"372";"6";"0";"-"
"751044";"751044";"64";"8";"3";"1356";"1149";"12";"1";"1136";"277";"81";"43";"29";"160";"98";"10";"102";"19";"10";"90";"32";"114";"68";"2";"1";"-"
"751045";"751045";"65";"8";"3";"8506";"7970";"43";"11";"7916";"1431";"550";"676";"116";"744";"1011";"22";"1023";"68";"15";"1274";"189";"433";"363";"1";"0";"-"
"751047";"751047";"64";"8";"3";"8502";"7564";"102";"19";"7443";"2184";"352";"380";"205";"893";"564";"35";"691";"99";"45";"930";"415";"373";"267";"9";"1";"-"
"751048";"751048";"65";"8";"3";"2713";"2499";"26";"8";"2465";"678";"105";"72";"63";"481";"118";"4";"157";"39";"5";"177";"96";"295";"167";"5";"3";"-"
"751049";"751049";"65";"8";"3";"3865";"3460";"29";"9";"3422";"880";"180";"235";"78";"320";"331";"11";"333";"64";"13";"544";"177";"147";"106";"3";"0";"-"
"751050";"751050";"65";"8";"3";"4580";"4114";"33";"13";"4068";"984";"127";"314";"112";"312";"479";"12";"467";"84";"10";"674";"220";"151";"118";"4";"0";"-"
"751051";"751051";"65";"8";"3";"6548";"5838";"63";"18";"5757";"1409";"291";"295";"179";"650";"625";"25";"639";"84";"17";"837";"302";"248";"153";"1";"2";"-"
"751053";"751053";"64";"8";"3";"2417";"1954";"33";"11";"1910";"617";"67";"69";"84";"154";"130";"17";"151";"41";"41";"218";"136";"115";"66";"3";"1";"-"
"751055";"751055";"64";"8";"3";"749";"658";"10";"1";"647";"212";"20";"19";"34";"50";"59";"2";"43";"11";"2";"86";"71";"17";"20";"0";"1";"-"
"751056";"751056";"64";"8";"3";"1489";"1317";"15";"3";"1299";"375";"47";"35";"65";"133";"102";"8";"87";"20";"6";"195";"135";"52";"34";"5";"0";"-"
"751061";"751061";"65";"8";"3";"11177";"9255";"172";"42";"9041";"2028";"749";"362";"187";"1151";"950";"66";"707";"86";"126";"886";"230";"948";"559";"6";"0";"-"
"751062";"751062";"63";"8";"3";"2498";"1634";"21";"14";"1599";"460";"93";"42";"30";"110";"113";"9";"102";"33";"232";"108";"75";"152";"38";"1";"1";"-"
"751063";"751063";"64";"8";"3";"8306";"6395";"105";"30";"6260";"1409";"516";"200";"92";"853";"470";"59";"389";"83";"324";"454";"175";"833";"395";"6";"2";"-"
"751064";"751064";"63";"8";"3";"6689";"5717";"99";"18";"5600";"1269";"421";"202";"86";"733";"668";"32";"470";"60";"99";"551";"135";"532";"339";"2";"1";"-"
"751065";"751065";"65";"8";"3";"7066";"6202";"94";"35";"6073";"1581";"367";"302";"155";"785";"575";"27";"509";"86";"24";"753";"191";"437";"275";"6";"0";"-"
"751066";"751066";"62";"8";"3";"4576";"4099";"31";"13";"4055";"763";"201";"333";"107";"333";"534";"17";"474";"60";"18";"735";"114";"181";"181";"3";"1";"-"
"751067";"751067";"64";"8";"3";"5182";"4499";"75";"10";"4414";"808";"437";"166";"73";"590";"505";"23";"326";"39";"27";"420";"78";"539";"376";"2";"5";"-"
"751068";"751068";"64";"8";"3";"2451";"2017";"31";"8";"1978";"699";"81";"33";"63";"273";"122";"16";"107";"45";"40";"93";"78";"226";"101";"1";"0";"-"
"756001";"756001";"79";"9";"3";"1803";"1531";"12";"6";"1513";"329";"13";"88";"80";"54";"105";"22";"98";"36";"2";"283";"361";"26";"16";"0";"-";"-"
"756002";"756002";"79";"9";"3";"766";"642";"8";"4";"630";"129";"6";"28";"32";"21";"69";"14";"41";"25";"0";"114";"124";"16";"9";"2";"-";"-"
"756003";"756003";"79";"9";"3";"1793";"1498";"17";"1";"1480";"351";"23";"88";"66";"75";"100";"8";"98";"47";"7";"224";"293";"41";"56";"3";"-";"-"
"756004";"756004";"79";"9";"3";"747";"615";"12";"5";"598";"154";"13";"25";"27";"28";"39";"20";"44";"22";"1";"72";"132";"14";"7";"0";"-";"-"
"756005";"756005";"79";"9";"3";"5992";"4981";"74";"21";"4886";"1141";"85";"400";"194";"211";"411";"61";"397";"149";"11";"883";"813";"72";"57";"1";"-";"-"
"756006";"756006";"79";"9";"3";"633";"544";"4";"2";"538";"81";"6";"40";"34";"18";"43";"11";"38";"20";"0";"100";"140";"6";"0";"1";"-";"-"
"756007";"756007";"79";"9";"3";"12007";"10035";"123";"45";"9867";"2420";"152";"787";"304";"428";"804";"143";"796";"228";"36";"2165";"1351";"155";"88";"10";"-";"-"
"756008";"756008";"79";"9";"3";"746";"661";"7";"3";"651";"87";"5";"55";"44";"30";"69";"9";"38";"19";"1";"154";"129";"6";"5";"0";"-";"-"
"756009";"756009";"79";"9";"3";"2654";"2262";"26";"6";"2230";"502";"17";"123";"98";"82";"179";"47";"134";"48";"1";"505";"439";"31";"20";"4";"-";"-"
"756010";"756010";"79";"9";"3";"2223";"1945";"29";"5";"1911";"553";"51";"110";"78";"122";"115";"28";"122";"55";"4";"295";"283";"49";"45";"1";"-";"-"
"760001";"760001";"83";"9";"3";"3691";"3047";"39";"7";"3001";"746";"31";"186";"104";"154";"192";"182";"207";"79";"3";"592";"470";"33";"20";"2";"-";"-"
"760002";"760002";"83";"9";"3";"976";"877";"8";"2";"867";"155";"10";"79";"50";"39";"66";"17";"55";"14";"0";"230";"137";"8";"6";"1";"-";"-"
"760003";"760003";"83";"9";"3";"377";"314";"2";"3";"309";"55";"2";"15";"16";"13";"32";"5";"27";"9";"1";"53";"71";"8";"2";"0";"-";"-"
"760005";"760005";"83";"9";"3";"645";"530";"4";"3";"523";"94";"5";"23";"27";"10";"37";"10";"35";"8";"2";"135";"124";"4";"8";"1";"-";"-"
"760008";"760008";"83";"9";"3";"592";"496";"9";"3";"484";"99";"6";"22";"13";"23";"28";"15";"40";"13";"0";"96";"116";"7";"4";"2";"-";"-"
"760009";"760009";"83";"9";"3";"982";"784";"9";"2";"773";"163";"15";"41";"29";"42";"62";"39";"52";"17";"0";"121";"171";"14";"7";"0";"-";"-"
"760010";"760010";"83";"9";"3";"2291";"1945";"20";"9";"1916";"306";"21";"126";"67";"68";"143";"85";"76";"51";"1";"588";"346";"21";"14";"3";"-";"-"
"760012";"760012";"83";"9";"3";"1009";"917";"6";"5";"906";"192";"20";"51";"13";"76";"56";"12";"80";"4";"1";"226";"116";"29";"30";"0";"-";"-"
"760013";"760013";"83";"9";"3";"584";"531";"7";"2";"522";"62";"8";"18";"20";"18";"38";"5";"20";"6";"5";"228";"78";"7";"8";"1";"-";"-"
"760014";"760014";"83";"9";"3";"7100";"6099";"60";"36";"6003";"1504";"78";"514";"142";"449";"401";"139";"400";"75";"2";"1399";"702";"111";"80";"7";"-";"-"
"760016";"760016";"83";"9";"3";"1013";"894";"10";"3";"881";"133";"6";"44";"50";"49";"52";"4";"38";"19";"0";"265";"204";"13";"2";"2";"-";"-"
"760019";"760019";"83";"9";"3";"545";"481";"7";"1";"473";"60";"7";"27";"13";"21";"43";"4";"23";"7";"0";"151";"94";"14";"9";"0";"-";"-"
"760020";"760020";"83";"9";"3";"519";"472";"2";"3";"467";"70";"7";"26";"22";"17";"42";"4";"33";"6";"0";"150";"81";"4";"4";"1";"-";"-"
"760021";"760021";"83";"9";"3";"962";"827";"12";"6";"809";"230";"5";"52";"33";"33";"35";"15";"45";"15";"2";"181";"153";"8";"2";"0";"-";"-"
"760022";"760022";"83";"9";"3";"1085";"944";"13";"4";"927";"172";"11";"43";"37";"63";"70";"7";"48";"15";"0";"263";"177";"12";"9";"0";"-";"-"
"760024";"760024";"83";"9";"3";"6077";"5080";"73";"20";"4987";"1176";"66";"325";"132";"187";"411";"279";"370";"78";"16";"1199";"653";"59";"34";"2";"-";"-"
"760025";"760025";"83";"9";"3";"894";"777";"10";"1";"766";"132";"4";"37";"27";"23";"55";"20";"34";"19";"0";"263";"136";"8";"8";"0";"-";"-"
"760026";"760026";"83";"9";"3";"558";"498";"9";"1";"488";"66";"5";"28";"27";"6";"29";"40";"22";"1";"1";"153";"106";"3";"1";"0";"-";"-"
"760027";"760027";"83";"9";"3";"1105";"963";"9";"0";"954";"146";"11";"45";"53";"21";"69";"95";"52";"13";"2";"261";"168";"8";"9";"1";"-";"-"
"760028";"760028";"83";"9";"3";"856";"756";"6";"0";"750";"146";"12";"50";"37";"34";"60";"32";"44";"13";"0";"149";"152";"11";"10";"0";"-";"-"
"760030";"760030";"83";"9";"3";"3666";"3186";"35";"6";"3145";"688";"19";"195";"102";"95";"194";"229";"204";"59";"3";"740";"569";"29";"19";"0";"-";"-"
"760031";"760031";"83";"9";"3";"418";"363";"6";"1";"356";"47";"5";"23";"19";"8";"31";"21";"23";"5";"0";"86";"84";"1";"3";"0";"-";"-"
"760032";"760032";"83";"9";"3";"511";"387";"8";"1";"378";"81";"0";"26";"18";"11";"24";"12";"22";"13";"0";"75";"88";"5";"2";"1";"-";"-"
"760033";"760033";"83";"9";"3";"1732";"1533";"14";"3";"1516";"272";"13";"56";"64";"49";"112";"106";"96";"41";"0";"344";"329";"18";"14";"2";"-";"-"
"760035";"760035";"83";"9";"3";"2124";"1865";"28";"5";"1832";"300";"18";"88";"90";"69";"122";"44";"132";"35";"1";"544";"356";"17";"15";"1";"-";"-"
"766001";"766001";"72";"8";"3";"6826";"5898";"48";"21";"5829";"1411";"115";"325";"247";"200";"713";"79";"673";"117";"5";"1163";"643";"85";"50";"1";"2";"-"
"766002";"766002";"72";"8";"3";"2962";"2492";"35";"4";"2453";"794";"27";"110";"165";"90";"184";"103";"177";"61";"11";"368";"302";"33";"23";"5";"0";"-"
"766003";"766003";"72";"8";"3";"1465";"1293";"20";"4";"1269";"276";"15";"69";"101";"30";"135";"90";"102";"20";"0";"272";"134";"14";"11";"0";"0";"-"
"766004";"766004";"72";"8";"3";"1178";"1052";"10";"1";"1041";"207";"31";"51";"71";"52";"96";"28";"114";"35";"1";"232";"87";"17";"18";"1";"0";"-"
"766005";"766005";"72";"8";"3";"467";"415";"7";"2";"406";"73";"12";"13";"29";"15";"38";"16";"28";"18";"0";"93";"60";"2";"8";"1";"0";"-"
"766006";"766006";"72";"8";"3";"939";"847";"10";"4";"833";"218";"16";"39";"72";"35";"76";"8";"70";"16";"0";"133";"119";"23";"8";"0";"0";"-"
"766007";"766007";"72";"8";"3";"3446";"3004";"35";"11";"2958";"856";"40";"128";"129";"95";"269";"12";"326";"90";"3";"561";"365";"54";"29";"1";"0";"-"
"766008";"766008";"72";"8";"3";"599";"529";"8";"1";"520";"153";"9";"17";"25";"12";"39";"3";"45";"13";"0";"100";"77";"12";"14";"1";"0";"-"
"766010";"766010";"72";"8";"3";"1251";"1062";"15";"1";"1046";"276";"14";"27";"97";"62";"80";"10";"72";"30";"3";"182";"154";"23";"15";"1";"0";"-"
"766011";"766011";"72";"8";"3";"1057";"908";"13";"3";"892";"230";"7";"41";"79";"26";"70";"4";"77";"23";"0";"141";"147";"22";"24";"1";"0";"-"
"766012";"766012";"72";"8";"3";"1443";"1171";"17";"2";"1152";"347";"23";"38";"51";"54";"96";"6";"109";"37";"3";"204";"162";"15";"6";"1";"0";"-"
"766013";"766013";"72";"8";"3";"1313";"1139";"17";"1";"1121";"250";"28";"50";"75";"55";"127";"13";"93";"17";"1";"212";"139";"39";"20";"2";"0";"-"
"766014";"766014";"72";"8";"3";"1109";"931";"13";"6";"912";"217";"13";"40";"68";"37";"73";"9";"79";"30";"4";"121";"176";"28";"16";"1";"0";"-"
"766015";"766015";"72";"8";"3";"1761";"1558";"23";"6";"1529";"395";"19";"61";"82";"87";"145";"8";"129";"64";"2";"243";"243";"29";"20";"2";"0";"-"
"766016";"766016";"72";"8";"3";"86";"82";"2";"0";"80";"10";"2";"2";"4";"5";"15";"0";"12";"0";"0";"10";"5";"11";"4";"0";"0";"-"
"766017";"766017";"72";"8";"3";"1105";"972";"7";"4";"961";"248";"21";"18";"39";"47";"85";"7";"73";"35";"2";"201";"161";"12";"12";"0";"0";"-"
"766018";"766018";"72";"8";"3";"369";"317";"13";"1";"303";"72";"7";"9";"37";"19";"24";"2";"16";"8";"0";"59";"43";"5";"2";"0";"0";"-"
"766019";"766019";"72";"8";"3";"553";"483";"9";"1";"473";"99";"8";"18";"29";"29";"47";"2";"39";"20";"0";"80";"76";"14";"12";"0";"0";"-"
"766020";"766020";"72";"8";"3";"1411";"1246";"15";"4";"1227";"270";"17";"50";"69";"51";"116";"54";"113";"28";"7";"250";"173";"21";"8";"0";"0";"-"
"766021";"766021";"72";"8";"3";"2386";"2002";"34";"8";"1960";"504";"38";"78";"98";"95";"189";"32";"130";"62";"0";"332";"351";"30";"19";"2";"0";"-"
"766022";"766022";"72";"8";"3";"1145";"959";"13";"4";"942";"221";"17";"38";"64";"48";"74";"12";"75";"27";"2";"158";"188";"12";"5";"1";"0";"-"
"766023";"766023";"72";"8";"3";"616";"534";"8";"1";"525";"106";"3";"14";"40";"25";"47";"3";"37";"10";"0";"119";"108";"6";"6";"1";"0";"-"
"766024";"766024";"72";"8";"3";"707";"597";"10";"0";"587";"166";"5";"22";"20";"21";"48";"9";"38";"20";"1";"122";"94";"15";"4";"2";"0";"-"
"766025";"766025";"72";"8";"3";"349";"284";"8";"0";"276";"49";"3";"6";"23";"20";"24";"0";"16";"4";"0";"55";"59";"10";"7";"0";"0";"-"
"773001";"773001";"87";"10";"3";"1042";"911";"2";"4";"905";"297";"7";"29";"50";"37";"29";"6";"38";"18";"0";"105";"242";"25";"21";"1";"-";"-"
"773002";"773002";"87";"10";"3";"3284";"2839";"21";"8";"2810";"897";"28";"93";"99";"103";"129";"10";"139";"67";"2";"469";"694";"53";"26";"1";"-";"-"
"773003";"773003";"87";"10";"3";"1908";"1623";"7";"4";"1612";"456";"12";"30";"43";"54";"84";"9";"84";"39";"1";"275";"487";"23";"15";"0";"-";"-"
"773004";"773004";"87";"10";"3";"1457";"1238";"8";"4";"1226";"351";"16";"28";"37";"28";"46";"5";"35";"35";"3";"207";"409";"18";"7";"1";"-";"-"
"773005";"773005";"87";"10";"3";"7655";"6225";"58";"26";"6141";"2638";"60";"189";"138";"239";"311";"24";"356";"133";"3";"891";"979";"116";"62";"2";"-";"-"
"779001";"779001";"74";"9";"3";"5985";"4645";"92";"10";"4543";"1445";"67";"293";"163";"319";"356";"25";"242";"95";"17";"602";"727";"134";"57";"1";"-";"-"
"779002";"779002";"74";"9";"3";"4982";"4343";"44";"15";"4284";"1423";"64";"293";"78";"274";"323";"36";"262";"56";"4";"695";"676";"55";"43";"2";"-";"-"
"779003";"779003";"74";"9";"3";"5168";"4234";"74";"11";"4149";"1572";"77";"197";"92";"301";"249";"36";"217";"91";"23";"466";"671";"105";"45";"7";"-";"-"
"779004";"779004";"74";"9";"3";"2997";"2660";"37";"3";"2620";"720";"29";"199";"88";"150";"181";"8";"159";"39";"4";"428";"559";"34";"20";"2";"-";"-"
"779005";"779005";"74";"9";"3";"1060";"934";"10";"1";"923";"213";"12";"73";"21";"49";"44";"7";"50";"29";"2";"164";"226";"24";"8";"1";"-";"-"
"779006";"779006";"74";"9";"3";"605";"534";"6";"1";"527";"148";"8";"36";"24";"27";"30";"7";"36";"15";"1";"61";"117";"9";"7";"1";"-";"-"
"779007";"779007";"74";"9";"3";"687";"609";"5";"0";"604";"171";"8";"25";"22";"31";"55";"1";"34";"8";"1";"77";"156";"9";"4";"2";"-";"-"
"779008";"779008";"74";"9";"3";"511";"446";"4";"0";"442";"141";"8";"16";"5";"40";"20";"4";"14";"2";"0";"52";"128";"11";"1";"0";"-";"-"
"779009";"779009";"74";"9";"3";"628";"541";"11";"3";"527";"170";"5";"27";"17";"23";"31";"2";"23";"8";"0";"79";"139";"1";"2";"0";"-";"-"
"779010";"779010";"74";"9";"3";"1044";"910";"17";"1";"892";"261";"4";"24";"30";"47";"46";"9";"46";"19";"1";"131";"254";"11";"6";"3";"-";"-"
"779011";"779011";"74";"9";"3";"1491";"1246";"18";"4";"1224";"372";"10";"69";"33";"61";"91";"7";"75";"42";"1";"168";"270";"18";"7";"0";"-";"-"
"779012";"779012";"74";"9";"3";"1018";"836";"7";"1";"828";"243";"6";"48";"24";"33";"46";"12";"25";"13";"0";"84";"273";"13";"8";"0";"-";"-"
"779013";"779013";"74";"9";"3";"1675";"1421";"21";"4";"1396";"415";"19";"59";"34";"63";"65";"11";"77";"29";"2";"168";"427";"13";"14";"0";"-";"-"
"779014";"779014";"74";"9";"3";"1223";"1005";"17";"5";"983";"303";"19";"46";"39";"58";"50";"5";"35";"27";"0";"138";"247";"7";"8";"1";"-";"-"
"779015";"779015";"74";"9";"3";"1293";"1062";"8";"5";"1049";"314";"9";"42";"34";"71";"47";"4";"42";"17";"1";"157";"296";"10";"5";"0";"-";"-"
"779016";"779016";"74";"9";"3";"1325";"1180";"16";"6";"1158";"282";"11";"55";"31";"66";"72";"6";"60";"27";"2";"190";"328";"15";"12";"1";"-";"-"
"779017";"779017";"74";"9";"3";"540";"463";"5";"1";"457";"159";"2";"18";"16";"22";"17";"3";"13";"16";"0";"45";"128";"15";"3";"0";"-";"-"
"779018";"779018";"74";"9";"3";"974";"822";"7";"2";"813";"212";"9";"27";"48";"44";"31";"9";"31";"16";"0";"109";"249";"12";"15";"1";"-";"-"
"779019";"779019";"74";"9";"3";"673";"558";"10";"2";"546";"170";"8";"20";"28";"29";"24";"2";"20";"18";"0";"75";"142";"6";"4";"0";"-";"-"
"779020";"779020";"74";"9";"3";"633";"559";"4";"2";"553";"134";"3";"37";"11";"75";"24";"5";"28";"12";"0";"63";"129";"14";"15";"3";"-";"-"
"787001";"787001";"87";"10";"3";"10875";"9036";"97";"33";"8906";"3272";"120";"437";"212";"428";"586";"72";"568";"144";"15";"1454";"1197";"262";"137";"2";"-";"-"
"787002";"787002";"87";"10";"3";"2627";"2257";"22";"6";"2229";"752";"23";"81";"108";"77";"90";"16";"79";"59";"0";"325";"552";"43";"23";"1";"-";"-"
"787003";"787003";"87";"10";"3";"3216";"2742";"19";"9";"2714";"960";"25";"150";"110";"79";"131";"18";"161";"51";"0";"511";"457";"32";"28";"1";"-";"-"
