"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"787004";"787004";"87";"10";"3";"1943";"1578";"12";"13";"1553";"397";"10";"75";"63";"40";"126";"6";"93";"28";"2";"270";"396";"25";"20";"2";"-";"-"
"787005";"787005";"87";"10";"3";"2194";"1872";"21";"4";"1847";"581";"31";"81";"73";"84";"96";"19";"88";"35";"1";"317";"334";"54";"52";"1";"-";"-"
"787006";"787006";"87";"10";"3";"861";"715";"7";"1";"707";"200";"13";"21";"40";"32";"33";"0";"19";"17";"1";"109";"176";"25";"21";"0";"-";"-"
"787007";"787007";"87";"10";"3";"1421";"1227";"13";"1";"1213";"378";"12";"94";"39";"41";"62";"27";"60";"28";"0";"211";"218";"28";"14";"1";"-";"-"
"787008";"787008";"87";"10";"3";"1383";"1150";"8";"2";"1140";"334";"12";"32";"45";"32";"52";"17";"47";"17";"1";"200";"282";"31";"38";"0";"-";"-"
"787009";"787009";"87";"10";"3";"1330";"1132";"8";"4";"1120";"299";"6";"34";"35";"36";"95";"7";"77";"23";"0";"237";"240";"14";"17";"0";"-";"-"
"787010";"787010";"87";"10";"3";"1033";"885";"10";"1";"874";"289";"8";"25";"32";"53";"55";"9";"32";"15";"2";"132";"140";"50";"29";"3";"-";"-"
"787011";"787011";"87";"10";"3";"722";"647";"5";"7";"635";"245";"8";"19";"23";"21";"29";"3";"40";"22";"0";"75";"118";"15";"16";"1";"-";"-"
"787012";"787012";"87";"10";"3";"1723";"1436";"10";"2";"1424";"453";"11";"67";"55";"43";"72";"10";"52";"40";"2";"265";"294";"20";"40";"0";"-";"-"
"787013";"787013";"87";"10";"3";"935";"787";"3";"5";"779";"246";"5";"24";"41";"19";"44";"5";"31";"9";"1";"138";"199";"11";"5";"1";"-";"-"
"787014";"787014";"87";"10";"3";"964";"879";"6";"0";"873";"281";"16";"48";"18";"32";"70";"0";"37";"11";"0";"206";"115";"14";"24";"1";"-";"-"
"787015";"787015";"87";"10";"3";"868";"782";"9";"1";"772";"206";"35";"17";"14";"69";"48";"7";"75";"9";"10";"82";"57";"40";"103";"0";"-";"-"
"791001";"791001";"75";"9";"3";"2345";"1981";"25";"8";"1948";"551";"22";"227";"92";"107";"106";"17";"106";"56";"3";"318";"293";"28";"22";"0";"-";"-"
"791002";"791002";"75";"9";"3";"2579";"2326";"23";"2";"2301";"511";"68";"341";"53";"286";"152";"10";"170";"17";"2";"324";"176";"95";"96";"0";"-";"-"
"791003";"791003";"75";"9";"3";"2542";"2104";"29";"7";"2068";"670";"15";"208";"100";"85";"121";"16";"131";"58";"3";"298";"316";"29";"17";"1";"-";"-"
"791004";"791004";"75";"9";"3";"2678";"2416";"33";"5";"2378";"549";"34";"391";"62";"166";"171";"16";"135";"44";"0";"389";"336";"53";"28";"4";"-";"-"
"791005";"791005";"75";"9";"3";"1673";"1432";"23";"5";"1404";"337";"15";"168";"56";"82";"76";"7";"59";"25";"2";"299";"250";"14";"13";"1";"-";"-"
"791006";"791006";"75";"9";"3";"2521";"2183";"29";"14";"2140";"559";"21";"255";"74";"105";"137";"8";"122";"27";"0";"315";"465";"29";"20";"3";"-";"-"
"791007";"791007";"75";"9";"3";"1634";"1425";"22";"4";"1399";"342";"17";"113";"72";"74";"115";"9";"63";"33";"0";"205";"337";"14";"5";"0";"-";"-"
"791008";"791008";"75";"9";"3";"22152";"17986";"214";"85";"17687";"4969";"392";"3108";"417";"1728";"1183";"75";"1043";"286";"34";"2101";"1253";"645";"437";"16";"-";"-"
"791009";"791009";"76";"9";"3";"5356";"4578";"60";"13";"4505";"1182";"62";"920";"148";"242";"274";"57";"219";"83";"4";"689";"459";"84";"76";"6";"-";"-"
"791010";"791010";"76";"9";"3";"2134";"1809";"28";"7";"1774";"448";"20";"371";"61";"85";"106";"6";"78";"37";"2";"265";"236";"21";"34";"4";"-";"-"
"791011";"791011";"76";"9";"3";"1769";"1522";"20";"7";"1495";"321";"11";"154";"109";"69";"99";"8";"80";"39";"4";"252";"288";"35";"23";"3";"-";"-"
"791012";"791012";"76";"9";"3";"3394";"2865";"32";"7";"2826";"692";"32";"309";"110";"114";"167";"30";"112";"58";"6";"576";"542";"36";"39";"3";"-";"-"
"791013";"791013";"76";"9";"3";"10175";"8951";"95";"28";"8828";"2277";"232";"1705";"177";"747";"607";"57";"582";"128";"7";"1254";"639";"227";"181";"8";"-";"-"
"791014";"791014";"76";"9";"3";"2676";"2327";"27";"3";"2297";"558";"40";"327";"85";"152";"174";"14";"109";"40";"1";"388";"332";"34";"43";"0";"-";"-"
"791015";"791015";"76";"9";"3";"2355";"2062";"20";"7";"2035";"491";"26";"278";"98";"114";"141";"34";"85";"39";"2";"376";"283";"31";"34";"3";"-";"-"
"791016";"791016";"76";"9";"3";"2717";"2331";"32";"3";"2296";"559";"14";"297";"84";"143";"145";"19";"117";"47";"4";"419";"378";"37";"31";"2";"-";"-"
"791017";"791017";"76";"9";"3";"2313";"2007";"32";"5";"1970";"463";"30";"270";"66";"134";"145";"21";"93";"49";"3";"298";"332";"36";"25";"5";"-";"-"
"810001";"810001";"86";"10";"3";"618";"502";"6";"1";"495";"154";"5";"14";"26";"23";"27";"2";"21";"13";"1";"60";"126";"13";"10";"0";"-";"-"
"810002";"810002";"86";"10";"3";"1372";"1135";"12";"5";"1118";"440";"23";"37";"58";"51";"45";"5";"29";"38";"1";"130";"224";"23";"13";"1";"-";"-"
"810003";"810003";"86";"10";"3";"3918";"3280";"29";"5";"3246";"1148";"73";"129";"107";"170";"215";"24";"220";"54";"3";"460";"521";"82";"39";"1";"-";"-"
"810004";"810004";"86";"10";"3";"949";"811";"9";"0";"802";"239";"12";"21";"49";"36";"42";"0";"31";"21";"1";"108";"214";"12";"13";"3";"-";"-"
"810005";"810005";"86";"10";"3";"3589";"3211";"42";"3";"3166";"1130";"52";"101";"138";"155";"235";"8";"222";"59";"1";"520";"472";"39";"32";"2";"-";"-"
"810006";"810006";"86";"10";"3";"1392";"1206";"8";"1";"1197";"367";"19";"40";"71";"47";"75";"2";"67";"34";"1";"195";"235";"16";"27";"1";"-";"-"
"810010";"810010";"86";"10";"3";"9659";"8070";"98";"12";"7960";"3232";"125";"346";"209";"409";"546";"23";"492";"167";"11";"1122";"1055";"135";"81";"7";"-";"-"
"810034";"810034";"86";"10";"3";"498";"438";"4";"1";"433";"153";"5";"25";"21";"17";"32";"2";"16";"5";"0";"44";"100";"9";"4";"0";"-";"-"
"810040";"810040";"86";"10";"3";"905";"791";"11";"1";"779";"255";"12";"27";"54";"27";"34";"7";"40";"20";"0";"109";"178";"12";"4";"0";"-";"-"
"810050";"810050";"86";"10";"3";"1184";"1035";"13";"4";"1018";"371";"13";"53";"41";"50";"59";"2";"51";"20";"1";"139";"194";"14";"10";"0";"-";"-"
"810056";"810056";"86";"10";"3";"479";"421";"7";"3";"411";"123";"3";"20";"32";"18";"20";"0";"16";"5";"0";"69";"90";"11";"3";"1";"-";"-"
"810070";"810070";"86";"10";"3";"1786";"1478";"20";"1";"1457";"376";"15";"79";"86";"68";"79";"8";"79";"52";"0";"186";"374";"33";"19";"3";"-";"-"
"810080";"810080";"86";"10";"3";"639";"555";"7";"0";"548";"177";"4";"17";"20";"22";"28";"4";"25";"12";"0";"91";"128";"13";"7";"0";"-";"-"
"813001";"813001";"84";"10";"3";"5809";"4759";"50";"28";"4681";"1952";"38";"177";"180";"141";"265";"9";"327";"118";"4";"486";"862";"79";"42";"1";"-";"-"
"813002";"813002";"84";"10";"3";"1540";"1326";"23";"7";"1296";"431";"10";"51";"73";"38";"40";"1";"93";"41";"2";"163";"310";"29";"14";"0";"-";"-"
"813003";"813003";"84";"10";"3";"710";"607";"2";"2";"603";"232";"6";"16";"46";"31";"33";"2";"34";"30";"0";"55";"107";"7";"3";"1";"-";"-"
"813004";"813004";"84";"10";"3";"1257";"1087";"11";"3";"1073";"410";"8";"38";"62";"32";"62";"4";"62";"30";"0";"127";"209";"22";"5";"2";"-";"-"
"813005";"813005";"84";"10";"3";"1908";"1623";"8";"12";"1603";"519";"19";"78";"70";"48";"104";"54";"121";"51";"1";"248";"262";"17";"8";"3";"-";"-"
"813006";"813006";"84";"10";"3";"17602";"13979";"149";"146";"13684";"6069";"123";"484";"685";"651";"861";"31";"781";"378";"12";"1328";"1890";"260";"120";"11";"-";"-"
"813007";"813007";"84";"10";"3";"1357";"1162";"21";"0";"1141";"416";"18";"40";"55";"57";"64";"8";"70";"24";"3";"143";"216";"12";"14";"1";"-";"-"
"813008";"813008";"84";"10";"3";"1567";"1347";"8";"10";"1329";"390";"7";"61";"74";"53";"111";"2";"92";"37";"0";"219";"250";"17";"15";"1";"-";"-"
"813009";"813009";"84";"10";"3";"7632";"6553";"51";"82";"6420";"2557";"76";"277";"184";"271";"316";"20";"428";"131";"4";"1011";"986";"105";"53";"1";"-";"-"
"813010";"813010";"84";"10";"3";"803";"667";"11";"17";"639";"204";"6";"9";"44";"26";"33";"5";"29";"20";"0";"101";"139";"13";"9";"1";"-";"-"
"813011";"813011";"84";"10";"3";"610";"525";"2";"3";"520";"158";"4";"17";"39";"24";"36";"9";"15";"11";"0";"84";"109";"11";"2";"1";"-";"-"
"813012";"813012";"84";"10";"3";"544";"441";"1";"3";"437";"134";"1";"13";"21";"9";"18";"2";"21";"13";"0";"65";"125";"4";"10";"1";"-";"-"
"813013";"813013";"84";"10";"3";"1474";"1260";"11";"7";"1242";"387";"8";"33";"56";"31";"51";"2";"49";"41";"2";"227";"307";"31";"14";"3";"-";"-"
"813014";"813014";"84";"10";"3";"522";"420";"2";"2";"416";"129";"3";"9";"31";"14";"18";"0";"14";"4";"0";"64";"118";"8";"3";"1";"-";"-"
"813015";"813015";"84";"10";"3";"1710";"1439";"16";"9";"1414";"416";"22";"51";"51";"46";"97";"24";"77";"25";"2";"244";"332";"11";"14";"2";"-";"-"
"820001";"820001";"88";"10";"3";"2890";"2320";"21";"9";"2290";"613";"21";"140";"102";"144";"129";"9";"83";"66";"2";"391";"561";"19";"9";"1";"-";"-"
"820002";"820002";"88";"10";"3";"3529";"2891";"26";"4";"2861";"794";"28";"176";"113";"167";"148";"24";"119";"77";"0";"534";"626";"34";"20";"1";"-";"-"
"820003";"820003";"88";"10";"3";"597";"498";"6";"1";"491";"128";"9";"24";"31";"37";"18";"0";"28";"6";"0";"73";"111";"14";"11";"1";"-";"-"
"820004";"820004";"88";"10";"3";"7080";"5974";"57";"13";"5904";"1726";"72";"414";"210";"377";"351";"12";"348";"112";"5";"1122";"1054";"57";"43";"1";"-";"-"
"820005";"820005";"88";"10";"3";"1265";"1042";"3";"3";"1036";"304";"12";"65";"42";"67";"33";"5";"51";"32";"1";"176";"204";"22";"19";"3";"-";"-"
"820006";"820006";"88";"10";"3";"810";"679";"4";"2";"673";"175";"8";"30";"40";"26";"36";"1";"31";"20";"0";"132";"159";"11";"4";"0";"-";"-"
"820007";"820007";"88";"10";"3";"1357";"1117";"11";"2";"1104";"303";"8";"43";"77";"78";"44";"4";"42";"24";"1";"179";"273";"16";"11";"1";"-";"-"
"820008";"820008";"88";"10";"3";"1279";"1041";"13";"3";"1025";"259";"12";"61";"60";"60";"67";"5";"36";"15";"0";"149";"283";"11";"5";"2";"-";"-"
"820009";"820009";"88";"10";"3";"746";"634";"5";"1";"628";"135";"8";"35";"37";"51";"27";"3";"21";"18";"1";"129";"150";"8";"4";"1";"-";"-"
"820010";"820010";"88";"10";"3";"3804";"3101";"29";"9";"3063";"981";"36";"109";"108";"360";"136";"7";"152";"73";"2";"496";"532";"39";"31";"1";"-";"-"
"820011";"820011";"88";"10";"3";"1250";"1025";"15";"1";"1009";"285";"18";"28";"49";"156";"32";"4";"44";"19";"3";"129";"196";"32";"14";"0";"-";"-"
"820012";"820012";"88";"10";"3";"939";"771";"9";"1";"761";"154";"6";"20";"55";"78";"41";"1";"29";"18";"0";"156";"188";"11";"4";"0";"-";"-"
"820013";"820013";"88";"10";"3";"708";"587";"3";"0";"584";"134";"8";"16";"34";"57";"23";"2";"16";"22";"0";"120";"138";"7";"6";"1";"-";"-"
"820014";"820014";"88";"10";"3";"604";"518";"8";"1";"509";"123";"7";"29";"39";"29";"20";"2";"31";"8";"0";"75";"123";"9";"11";"3";"-";"-"
"825015";"825015";"84";"10";"3";"1474";"1255";"14";"11";"1230";"322";"10";"75";"85";"61";"50";"9";"76";"58";"3";"183";"246";"32";"20";"0";"-";"-"
"840001";"840001";"88";"10";"3";"7219";"6478";"74";"23";"6381";"1909";"182";"431";"177";"345";"596";"24";"505";"74";"8";"1120";"822";"108";"76";"4";"-";"-"
"840002";"840002";"88";"10";"3";"3195";"2947";"30";"6";"2911";"841";"181";"139";"59";"359";"150";"6";"217";"21";"16";"343";"262";"173";"141";"3";"-";"-"
"840003";"840003";"88";"10";"3";"1791";"1537";"18";"6";"1513";"580";"15";"46";"54";"73";"59";"3";"74";"21";"1";"169";"367";"34";"16";"1";"-";"-"
"840004";"840004";"88";"10";"3";"2014";"1759";"15";"10";"1734";"472";"39";"99";"76";"81";"100";"6";"89";"21";"3";"271";"419";"36";"21";"1";"-";"-"
"840005";"840005";"88";"10";"3";"2114";"1745";"21";"3";"1721";"480";"29";"88";"105";"54";"100";"10";"63";"33";"0";"364";"348";"28";"18";"1";"-";"-"
"840006";"840006";"88";"10";"3";"968";"804";"8";"3";"793";"210";"14";"35";"56";"31";"36";"3";"43";"9";"0";"144";"189";"8";"13";"2";"-";"-"
"840007";"840007";"88";"10";"3";"1485";"1334";"10";"3";"1321";"371";"41";"98";"42";"95";"105";"8";"108";"17";"2";"204";"182";"28";"20";"0";"-";"-"
"840008";"840008";"88";"10";"3";"1192";"1036";"15";"2";"1019";"388";"23";"25";"34";"31";"58";"2";"55";"15";"4";"101";"231";"31";"19";"2";"-";"-"
"840009";"840009";"88";"10";"3";"674";"583";"9";"1";"573";"157";"5";"24";"41";"31";"31";"1";"30";"15";"2";"81";"121";"18";"14";"2";"-";"-"
"840010";"840010";"88";"10";"3";"1114";"972";"12";"5";"955";"336";"29";"14";"38";"43";"59";"3";"45";"23";"0";"83";"236";"27";"18";"1";"-";"-"
"840011";"840011";"88";"10";"3";"499";"445";"1";"4";"440";"110";"10";"18";"29";"22";"25";"2";"25";"1";"0";"76";"97";"10";"15";"0";"-";"-"
"846002";"846002";"89";"10";"3";"1726";"1447";"17";"5";"1425";"545";"9";"49";"64";"81";"53";"3";"51";"38";"1";"77";"395";"28";"29";"2";"-";"-"
"846003";"846003";"89";"10";"3";"3178";"2667";"32";"6";"2629";"761";"31";"321";"98";"151";"140";"14";"157";"52";"1";"264";"535";"47";"51";"6";"-";"-"
"846004";"846004";"89";"10";"3";"2865";"2446";"28";"7";"2411";"870";"47";"71";"97";"133";"135";"6";"122";"32";"1";"316";"484";"59";"36";"2";"-";"-"
"846008";"846008";"89";"10";"3";"1641";"1420";"19";"4";"1397";"405";"21";"55";"55";"40";"100";"6";"75";"30";"1";"189";"352";"36";"30";"2";"-";"-"
"846009";"846009";"89";"10";"3";"1700";"1398";"14";"2";"1382";"359";"14";"45";"81";"67";"77";"6";"76";"35";"1";"182";"403";"18";"17";"1";"-";"-"
"846011";"846011";"89";"10";"3";"5166";"4322";"38";"7";"4277";"1457";"52";"207";"104";"192";"209";"10";"191";"57";"3";"419";"1272";"71";"30";"3";"-";"-"
"846014";"846014";"89";"10";"3";"842";"664";"7";"1";"656";"211";"2";"18";"30";"23";"40";"1";"17";"9";"0";"44";"230";"20";"9";"2";"-";"-"
"846018";"846018";"89";"10";"3";"2012";"1698";"8";"6";"1684";"593";"19";"62";"58";"47";"88";"2";"85";"32";"0";"176";"486";"22";"10";"4";"-";"-"
"846020";"846020";"89";"10";"3";"2719";"2407";"22";"5";"2380";"713";"38";"98";"90";"112";"201";"10";"114";"51";"2";"332";"543";"39";"37";"0";"-";"-"
"846022";"846022";"89";"10";"3";"1584";"1342";"16";"5";"1321";"389";"28";"56";"70";"60";"80";"3";"79";"32";"0";"154";"332";"22";"15";"1";"-";"-"
"846027";"846027";"89";"10";"3";"8225";"6675";"79";"22";"6574";"2323";"140";"335";"172";"366";"382";"31";"401";"106";"10";"894";"1057";"232";"121";"4";"-";"-"
"849001";"849001";"86";"10";"3";"4933";"4330";"28";"22";"4280";"1517";"65";"190";"96";"176";"359";"24";"308";"67";"1";"804";"593";"42";"37";"1";"-";"-"
"849002";"849002";"86";"10";"3";"1438";"1295";"18";"2";"1275";"548";"8";"30";"67";"40";"72";"4";"59";"26";"1";"171";"207";"21";"18";"3";"-";"-"
"849003";"849003";"86";"10";"3";"1263";"1142";"11";"2";"1129";"398";"23";"54";"53";"58";"90";"6";"75";"26";"2";"172";"147";"14";"11";"0";"-";"-"
"849004";"849004";"86";"10";"3";"933";"797";"6";"4";"787";"300";"4";"22";"26";"32";"45";"3";"37";"7";"0";"135";"156";"12";"8";"0";"-";"-"
"849005";"849005";"86";"10";"3";"928";"835";"7";"3";"825";"255";"11";"45";"21";"27";"53";"6";"38";"20";"0";"153";"162";"21";"13";"0";"-";"-"
"849006";"849006";"86";"10";"3";"518";"440";"4";"0";"436";"140";"7";"9";"23";"22";"22";"5";"38";"12";"1";"49";"90";"12";"4";"2";"-";"-"
"849007";"849007";"86";"10";"3";"412";"359";"4";"0";"355";"133";"4";"7";"22";"11";"18";"1";"29";"5";"0";"39";"79";"4";"2";"1";"-";"-"
"849008";"849008";"86";"10";"3";"2172";"1713";"25";"15";"1673";"608";"9";"59";"69";"57";"76";"5";"85";"47";"3";"286";"311";"35";"20";"3";"-";"-"
"849009";"849009";"86";"10";"3";"1034";"881";"9";"3";"869";"299";"7";"26";"49";"32";"53";"3";"41";"18";"0";"119";"197";"11";"14";"0";"-";"-"
"849010";"849010";"86";"10";"3";"462";"406";"8";"0";"398";"118";"3";"11";"23";"18";"20";"1";"14";"12";"0";"60";"109";"4";"5";"0";"-";"-"
"849011";"849011";"86";"10";"3";"898";"760";"8";"1";"751";"224";"13";"19";"49";"48";"29";"2";"40";"25";"3";"102";"157";"22";"17";"1";"-";"-"
"849012";"849012";"86";"10";"3";"1162";"984";"9";"3";"972";"338";"4";"27";"61";"41";"46";"6";"31";"28";"0";"150";"204";"16";"19";"1";"-";"-"
"849013";"849013";"86";"10";"3";"3301";"2684";"30";"11";"2643";"922";"32";"81";"78";"129";"139";"33";"148";"60";"2";"393";"531";"41";"50";"4";"-";"-"
"849014";"849014";"86";"10";"3";"993";"743";"7";"2";"734";"218";"4";"12";"45";"33";"28";"6";"26";"23";"0";"116";"198";"15";"10";"0";"-";"-"
"849015";"849015";"86";"10";"3";"736";"626";"8";"2";"616";"183";"10";"21";"34";"27";"24";"9";"24";"10";"1";"108";"149";"5";"11";"0";"-";"-"
"849016";"849016";"86";"10";"3";"842";"697";"6";"1";"690";"143";"7";"21";"52";"39";"40";"18";"47";"18";"0";"106";"181";"5";"13";"0";"-";"-"
"849018";"849018";"86";"10";"3";"2463";"2076";"23";"4";"2049";"806";"16";"58";"106";"70";"111";"9";"122";"54";"2";"301";"335";"30";"29";"0";"-";"-"
"849019";"849019";"86";"10";"3";"2086";"1648";"16";"4";"1628";"751";"4";"30";"128";"54";"60";"1";"67";"33";"2";"123";"332";"27";"14";"2";"-";"-"
"849020";"849020";"86";"10";"3";"1487";"1360";"7";"1";"1352";"463";"19";"81";"38";"48";"73";"10";"104";"51";"2";"225";"207";"17";"12";"2";"-";"-"
"849021";"849021";"86";"10";"3";"997";"867";"17";"5";"845";"274";"19";"29";"33";"39";"48";"7";"47";"12";"1";"149";"154";"20";"12";"1";"-";"-"
"851003";"851003";"92";"10";"3";"5903";"4747";"70";"14";"4663";"1835";"184";"156";"125";"450";"370";"16";"249";"85";"22";"455";"341";"237";"132";"6";"-";"-"
"851004";"851004";"92";"10";"3";"4448";"3602";"58";"20";"3524";"1176";"143";"154";"82";"226";"339";"8";"246";"56";"21";"503";"250";"195";"122";"3";"-";"-"
"851005";"851005";"92";"10";"3";"8110";"6232";"94";"23";"6115";"2480";"153";"209";"172";"382";"421";"14";"353";"187";"75";"617";"650";"270";"119";"13";"-";"-"
"851007";"851007";"92";"10";"3";"2328";"2061";"22";"2";"2037";"804";"34";"81";"59";"89";"127";"16";"132";"47";"3";"308";"263";"43";"26";"5";"-";"-"
"851010";"851010";"92";"10";"3";"5171";"4465";"46";"3";"4416";"1501";"92";"180";"188";"213";"323";"19";"310";"82";"10";"736";"589";"104";"63";"6";"-";"-"
"851011";"851011";"92";"10";"3";"5654";"4801";"59";"10";"4732";"1723";"121";"157";"129";"308";"312";"19";"319";"98";"4";"697";"596";"165";"79";"5";"-";"-"
"851012";"851012";"92";"10";"3";"4261";"3538";"89";"8";"3441";"711";"265";"149";"50";"275";"572";"9";"302";"24";"29";"474";"137";"276";"164";"4";"-";"-"
"851014";"851014";"91";"10";"3";"3758";"2948";"59";"9";"2880";"1014";"110";"96";"65";"291";"276";"9";"176";"48";"17";"260";"178";"217";"118";"5";"-";"-"
"851015";"851015";"91";"10";"3";"6799";"5495";"97";"8";"5390";"1140";"410";"214";"88";"462";"883";"14";"522";"38";"32";"700";"182";"436";"265";"4";"-";"-"
"851016";"851016";"92";"10";"3";"7830";"6320";"94";"11";"6215";"1172";"492";"340";"90";"518";"1038";"17";"567";"60";"29";"869";"237";"471";"312";"3";"-";"-"
"851017";"851017";"91";"10";"3";"6155";"5192";"76";"9";"5107";"1807";"196";"239";"83";"472";"420";"16";"369";"76";"20";"696";"296";"264";"148";"5";"-";"-"
"851018";"851018";"91";"10";"3";"4726";"3874";"45";"6";"3823";"1439";"109";"174";"126";"244";"332";"14";"249";"71";"14";"493";"376";"106";"74";"2";"-";"-"
"851019";"851019";"91";"10";"3";"6198";"5648";"29";"11";"5608";"1451";"293";"468";"96";"439";"619";"12";"525";"60";"19";"958";"319";"225";"121";"3";"-";"-"
"851020";"851020";"91";"10";"3";"4180";"3663";"27";"13";"3623";"1014";"179";"260";"60";"213";"358";"7";"339";"49";"12";"668";"249";"134";"77";"4";"-";"-"
"851022";"851022";"91";"10";"3";"4201";"3769";"30";"4";"3735";"1132";"90";"191";"133";"190";"333";"8";"300";"48";"10";"612";"530";"90";"65";"3";"-";"-"
"851024";"851024";"91";"10";"3";"5718";"4925";"48";"9";"4868";"1753";"158";"224";"132";"322";"342";"15";"378";"79";"8";"672";"545";"134";"103";"3";"-";"-"
"851027";"851027";"90";"10";"3";"6343";"5090";"108";"15";"4967";"1337";"321";"212";"97";"395";"649";"20";"411";"62";"63";"584";"265";"325";"219";"7";"-";"-"
"851028";"851028";"90";"10";"3";"6519";"5322";"104";"18";"5200";"950";"391";"263";"59";"417";"906";"9";"485";"40";"25";"800";"232";"335";"285";"3";"-";"-"
"851029";"851029";"90";"10";"3";"7031";"5721";"85";"10";"5626";"1674";"327";"252";"100";"453";"637";"24";"474";"62";"43";"702";"352";"310";"210";"6";"-";"-"
"851030";"851030";"90";"10";"3";"4476";"3673";"65";"7";"3601";"1194";"191";"136";"87";"323";"320";"19";"237";"56";"24";"349";"259";"222";"175";"9";"-";"-"
"851031";"851031";"90";"10";"3";"5761";"4855";"75";"7";"4773";"1989";"187";"202";"116";"394";"275";"23";"291";"58";"34";"432";"365";"260";"143";"4";"-";"-"
"851032";"851032";"90";"10";"3";"3094";"2555";"47";"2";"2506";"1043";"76";"92";"78";"170";"148";"24";"123";"48";"30";"223";"270";"114";"64";"3";"-";"-"
"851033";"851033";"90";"10";"3";"3694";"3340";"42";"3";"3295";"1276";"100";"157";"74";"207";"222";"4";"250";"51";"4";"462";"382";"75";"28";"3";"-";"-"
"851034";"851034";"90";"10";"3";"5065";"4582";"39";"12";"4531";"1640";"158";"233";"75";"318";"374";"19";"346";"77";"4";"661";"403";"145";"75";"3";"-";"-"
"851035";"851035";"90";"10";"3";"4437";"3984";"35";"8";"3941";"1428";"132";"148";"101";"327";"245";"15";"294";"59";"11";"536";"394";"143";"106";"2";"-";"-"
"851036";"851036";"90";"10";"3";"4477";"3478";"45";"12";"3421";"1407";"118";"116";"73";"220";"224";"25";"214";"61";"67";"337";"283";"191";"77";"8";"-";"-"
"851038";"851038";"91";"10";"3";"2319";"2045";"22";"2";"2021";"750";"42";"73";"89";"106";"128";"4";"123";"25";"6";"253";"353";"39";"29";"1";"-";"-"
"851040";"851040";"90";"10";"3";"6211";"4680";"109";"8";"4563";"1775";"198";"136";"145";"349";"359";"29";"259";"72";"84";"344";"375";"273";"155";"10";"-";"-"
"851043";"851043";"92";"10";"3";"4292";"3687";"35";"5";"3647";"1423";"61";"87";"156";"165";"225";"11";"213";"81";"6";"522";"559";"79";"56";"3";"-";"-"
"851044";"851044";"92";"10";"3";"3928";"3350";"29";"6";"3315";"1392";"38";"105";"102";"114";"161";"6";"206";"71";"3";"419";"584";"81";"31";"2";"-";"-"
"851046";"851046";"92";"10";"3";"1053";"847";"8";"0";"839";"306";"10";"10";"44";"36";"40";"1";"27";"26";"1";"132";"184";"14";"8";"0";"-";"-"
"851047";"851047";"91";"10";"3";"5199";"4591";"56";"13";"4522";"1493";"127";"184";"96";"262";"316";"21";"320";"73";"6";"794";"675";"91";"56";"8";"-";"-"
"851052";"851052";"91";"10";"3";"1538";"1330";"13";"2";"1315";"381";"14";"46";"76";"73";"67";"5";"86";"29";"1";"203";"272";"33";"24";"5";"-";"-"
"851056";"851056";"90";"10";"3";"1514";"1226";"11";"0";"1215";"462";"15";"28";"69";"34";"53";"1";"42";"36";"0";"143";"296";"21";"14";"1";"-";"-"
"851058";"851058";"90";"10";"3";"1995";"1691";"17";"0";"1674";"681";"21";"37";"64";"86";"76";"5";"96";"53";"4";"179";"322";"25";"22";"3";"-";"-"
